area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Total,National,99,National,9754823.5491525,0.061411837,0.042771589,0.686747529,0.454151907,0.470245784,0.233491823,0.36967732,0.168455791
Total,State,01,Alabama,137027.3652475,0.0,0.0,0.94638724,0.63651479,0.619220649,0.301339915,0.45340967,0.225019083
Total,State,02,Alaska,1846753.43216,0.08133211,0.053744543,0.073887182,0.031803369,0.017287046,0.006168107,0.008914418,0.003235229
Total,State,04,Arizona,257307.8109875,0.070936195,0.047557019,0.725503978,0.338256888,0.39034229,0.173772472,0.311632277,0.117985603
Total,State,05,Arkansas,131093.3535275,0.0,0.0,0.90932268,0.522768963,0.652985335,0.312043466,0.464339003,0.220164925
Total,State,06,California,397513.5844225,0.005523474,0.004134722,0.707205265,0.46322882,0.530397126,0.296432093,0.454574891,0.208953725
Total,State,08,Colorado,247128.8995175,0.341882695,0.253793509,0.759425432,0.483073542,0.426032285,0.163101366,0.321540684,0.110949761
Total,State,09,Connecticut,14073.896655,0.0,0.0,0.879309054,0.656054006,0.889023605,0.597908902,0.761469606,0.465018636
Total,State,10,Delaware,6623.8342625,0.0,0.0,0.906639103,0.761024092,0.881863719,0.595960881,0.784908961,0.482483899
Total,State,11,District of Columbia,182.225225,0.0,0.0,1.0,0.99017341,0.997687861,0.987283237,0.994797688,0.958959538
Total,State,12,Florida,198855.1201,0.0,0.0,0.919145814,0.604826578,0.741885077,0.464667246,0.56934392,0.350599614
Total,State,13,Georgia,164549.378175,0.0,0.0,0.968865503,0.600933305,0.691791011,0.316469187,0.514442545,0.237733566
Total,State,15,Hawaii,24733.545655,0.0,0.0,0.476841245,0.260252796,0.341138092,0.16707692,0.258166038,0.111356222
Total,State,16,Idaho,218603.067865,0.029218035,0.013846741,0.551637257,0.344483517,0.368333332,0.16836629,0.302114041,0.106709095
Total,State,17,Illinois,152711.1638325,0.0,0.0,0.988739834,0.82290604,0.828748221,0.508105595,0.711431431,0.394547252
Total,State,18,Indiana,96508.2698125,0.0,0.0,0.981862534,0.768707468,0.83520096,0.490551993,0.700135884,0.393894513
Total,State,19,Iowa,146531.200725,0.0,0.0,0.988961492,0.851817587,0.784301252,0.388026281,0.654941666,0.247045208
Total,State,20,Kansas,199982.7045125,0.086532339,0.060049458,0.985261129,0.783493496,0.766767882,0.346428524,0.56406745,0.176024776
Total,State,21,Kentucky,110364.233525,0.0,0.0,0.887030551,0.608429331,0.548429522,0.259598003,0.425641124,0.195423614
Total,State,22,Louisiana,126615.56362,0.0,0.0,0.948063984,0.669484616,0.71879014,0.413840121,0.539810125,0.287822697
Total,State,23,Maine,85237.16565,0.0,0.0,0.588970861,0.263301698,0.310385309,0.111025432,0.216948419,0.075926201
Total,State,24,Maryland,33044.1745725,0.0,0.0,0.83523794,0.631041748,0.837972924,0.574349804,0.726804436,0.472167236
Total,State,25,Massachusetts,26577.07507,0.0,0.0,0.965602657,0.779982244,0.820784255,0.57488229,0.713062192,0.459384264
Total,State,26,Michigan,235196.6232525,0.0,0.0,0.67514086,0.392909301,0.437188101,0.242039378,0.35002555,0.196797703
Total,State,27,Minnesota,214233.5597675,0.0,0.0,0.931392674,0.720659882,0.757448206,0.367396487,0.605983935,0.283153521
Total,State,28,Mississippi,121516.20663,0.0,0.0,0.956756157,0.695978135,0.661258586,0.308674947,0.445687751,0.199911758
Total,State,29,Missouri,178012.2409975,0.0,0.0,0.938429695,0.593170545,0.633745029,0.301142069,0.474574897,0.220059373
Total,State,30,Montana,394488.6456875,0.095183002,0.078588317,0.647615398,0.335892715,0.368665283,0.134521351,0.280791418,0.084994693
Total,State,31,Nebraska,194523.1103725,0.411084211,0.304420245,0.938313895,0.680218199,0.565654422,0.195333106,0.400385433,0.116213159
Total,State,32,Nevada,269469.2907725,0.197829942,0.152796437,0.620078467,0.328108454,0.317485663,0.122398978,0.254204692,0.077800532
Total,State,33,New Hampshire,22947.6331175,0.0,0.0,0.870237172,0.566205665,0.502894074,0.189948545,0.343534121,0.123602881
Total,State,34,New Jersey,22706.6323575,0.0,0.0,0.968557923,0.834722667,0.899824188,0.709506381,0.823895607,0.590278841
Total,State,35,New Mexico,274130.78056,0.022924249,0.014956996,0.803640921,0.477062302,0.49859137,0.177387525,0.375869155,0.114328453
Total,State,36,New York,135054.171525,0.0,0.0,0.877332959,0.574536918,0.671357932,0.400702715,0.539153934,0.317143593
Total,State,37,North Carolina,154752.9290125,0.0,0.0,0.924852895,0.612939147,0.610201574,0.332968278,0.477538227,0.253894506
Total,State,38,North Dakota,178282.1028625,0.022423363,0.01561299,0.984456727,0.806956306,0.82249308,0.334947255,0.65176522,0.241190737
Total,State,39,Ohio,116640.0492075,0.0,0.0,0.973722876,0.805170176,0.865832062,0.617887192,0.7702788,0.50547568
Total,State,40,Oklahoma,165505.797275,0.0,0.0,0.965139028,0.775853927,0.781343117,0.436795077,0.612237235,0.282166019
Total,State,41,Oregon,264577.333475,0.000810564,7.2457e-05,0.688358289,0.388561726,0.314394286,0.139649976,0.23655542,0.094494452
Total,State,42,Pennsylvania,118072.465875,0.000973282,0.000587894,0.919653865,0.630807797,0.724960971,0.468045854,0.633311923,0.393961372
Total,State,44,Rhode Island,3928.5862525,0.0,0.0,0.972893262,0.865377912,0.9162131,0.686891707,0.80424699,0.554763118
Total,State,45,South Carolina,93576.339675,0.0,0.0,0.974651898,0.676875021,0.779702608,0.400226252,0.610553923,0.303553619
Total,State,46,South Dakota,200078.24109,0.012452803,0.007375656,0.961839797,0.740857556,0.732754863,0.337541301,0.582975343,0.241464034
Total,State,47,Tennessee,113521.89121,0.0,0.0,0.879312233,0.538241778,0.58506534,0.296960885,0.460062092,0.23287262
Total,State,48,Texas,610227.196215,0.002102586,0.001277328,0.924711505,0.610142298,0.719391156,0.358147335,0.585890838,0.27396829
Total,State,49,Utah,202661.204655,0.021600674,0.015403734,0.70171215,0.414043765,0.441108537,0.191393618,0.371132435,0.138356062
Total,State,50,Vermont,23407.3041475,0.0,0.0,0.86866796,0.504187235,0.370222704,0.10287864,0.235200677,0.06010629
Total,State,51,Virginia,117639.6546325,0.0,0.0,0.888119258,0.497499644,0.550593146,0.267215297,0.413327412,0.198132948
Total,State,53,Washington,205089.6454425,0.037936509,0.015853059,0.698687104,0.436980918,0.497505738,0.272179877,0.410352689,0.203245494
Total,State,54,West Virginia,65105.386255,0.0,0.0,0.652633742,0.324364902,0.410340498,0.203105029,0.306065097,0.146555378
Total,State,55,Wisconsin,161870.140705,0.0,0.0,0.83659779,0.49498163,0.506867722,0.267845081,0.387608557,0.212106167
Total,State,56,Wyoming,246289.71549,0.442020227,0.290601109,0.773145463,0.555515496,0.334069794,0.119374548,0.226912701,0.066253188
Total,State,60,American Samoa,1475.1816625,0.076544091,0.070189218,0.531738665,0.379435916,0.287611567,0.247483042,0.236701178,0.176436987
Total,State,66,Guam,1300.9617075,0.355355842,0.351874342,0.3696057,0.36944377,0.321917254,0.276576795,0.218200955,0.134240142
Total,State,69,Commonwealth of the Northern Mariana Islands,4690.1402275,0.057066499,0.056976666,0.058705954,0.058683495,0.020863746,0.01870775,0.018550542,0.012644014
Total,State,72,Puerto Rico,19257.940975,0.578203796,0.255707488,0.629951321,0.519313023,0.607258109,0.518120659,0.500399278,0.254531532
Total,State,78,United States Virgin Islands,2577.3809425,0.784543708,0.784543708,0.778086559,0.775716212,0.219910908,0.165597286,0.016469819,0.006375414
Total,County,01001,"Autauga County, AL",1579.9875,0.0,0.0,0.994666667,0.651266667,0.846333333,0.3126,0.607533333,0.205866667
Total,County,01003,"Baldwin County, AL",5165.716465,0.0,0.0,0.924187431,0.685208597,0.7147547,0.467538029,0.572060683,0.365503038
Total,County,01005,"Barbour County, AL",2407.05829,0.0,0.0,0.971206021,0.568702958,0.452039209,0.12777875,0.299711185,0.092289515
Total,County,01007,"Bibb County, AL",1630.2311025,0.0,0.0,0.966143309,0.536602701,0.472313756,0.121858241,0.285972734,0.081088066
Total,County,01009,"Blount County, AL",1720.1850575,0.0,0.0,0.999020268,0.873124732,0.94023636,0.625191354,0.671667381,0.40646623
Total,County,01011,"Bullock County, AL",1655.616235,0.0,0.0,0.99281079,0.491920092,0.281142639,0.062794249,0.185647029,0.048861178
Total,County,01013,"Butler County, AL",2025.543975,0.0,0.0,0.841653666,0.47550702,0.540821633,0.221840874,0.384347374,0.17275091
Total,County,01015,"Calhoun County, AL",1635.2870625,0.0,0.0,0.980354267,0.727858293,0.840193237,0.562254428,0.713429952,0.473816425
Total,County,01017,"Chambers County, AL",1613.5885675,0.0,0.0,0.963248254,0.537763562,0.460408643,0.156145963,0.342319995,0.114171943
Total,County,01019,"Cherokee County, AL",1613.5885675,0.0,0.0,0.997193028,0.626672759,0.660160585,0.253214962,0.46465174,0.189894902
Total,County,01021,"Chilton County, AL",1835.524145,0.0,0.0,0.979685527,0.665786755,0.614197177,0.206415701,0.411683691,0.142832549
Total,County,01023,"Choctaw County, AL",2344.069455,0.0,0.0,0.999955064,0.999011414,0.369866091,0.100296576,0.248988946,0.072885773
Total,County,01025,"Clarke County, AL",3203.0559925,0.0,0.0,0.698280114,0.277976915,0.306159361,0.097438258,0.204478937,0.072412773
Total,County,01027,"Clay County, AL",1612.219245,0.0,0.0,0.920227362,0.338233373,0.388997779,0.115836927,0.235201882,0.081993989
Total,County,01029,"Cleburne County, AL",1506.1494175,0.0,0.0,0.869431429,0.417371844,0.475487796,0.156164767,0.323868802,0.102384782
Total,County,01031,"Coffee County, AL",1788.4405175,0.0,0.0,0.994110372,0.608221921,0.577772543,0.225219389,0.364921373,0.1553095
Total,County,01033,"Colbert County, AL",1626.3338,0.0,0.0,0.960492228,0.572927461,0.702979275,0.350971503,0.541450777,0.241774611
Total,County,01035,"Conecuh County, AL",2205.9785475,0.0,0.0,0.890751086,0.440576804,0.376689109,0.117222938,0.242754142,0.083607888
Total,County,01037,"Coosa County, AL",1757.8940925,0.0,0.0,0.956498292,0.462999581,0.454730661,0.108214992,0.261789202,0.07376116
Total,County,01039,"Covington County, AL",2721.2651375,0.0,0.0,0.953396555,0.505167409,0.518831043,0.162647571,0.341784401,0.110934778
Total,County,01041,"Crenshaw County, AL",1600.000675,0.0,0.0,0.864976959,0.419025675,0.501843318,0.187096774,0.369124424,0.143910467
Total,County,01043,"Cullman County, AL",1989.309595,0.0,0.0,0.998040877,0.908450704,0.970507254,0.686699142,0.625966324,0.378057821
Total,County,01045,"Dale County, AL",1488.348225,0.0,0.0,0.987827318,0.6502477,0.730077849,0.319320594,0.501344657,0.204741684
Total,County,01047,"Dallas County, AL",2578.11827,0.0,0.0,0.999918287,0.999591437,0.499387155,0.151903906,0.320763197,0.103529989
Total,County,01049,"DeKalb County, AL",2090.007465,0.0,0.0,0.99375063,0.756425764,0.84104425,0.421278097,0.640963613,0.315290797
Total,County,01051,"Elmore County, AL",1733.562285,0.0,0.0,0.998177178,0.770810548,0.920889537,0.428363106,0.752217766,0.309211326
Total,County,01053,"Escambia County, AL",2455.8272375,0.0,0.0,0.911215955,0.588076346,0.622946601,0.282178855,0.413853742,0.182629209
Total,County,01055,"Etowah County, AL",1463.911085,0.0,0.0,0.987624119,0.811411714,0.8573176,0.567635631,0.711613182,0.471506692
Total,County,01057,"Fayette County, AL",1631.0737625,0.0,0.0,0.942460446,0.41407814,0.534904747,0.166548273,0.334129803,0.122182758
Total,County,01059,"Franklin County, AL",1681.738695,0.0,0.0,0.961292747,0.575598146,0.756044094,0.346173118,0.505699612,0.253664036
Total,County,01061,"Geneva County, AL",1523.318615,0.0,0.0,0.999654266,0.760268289,0.678606002,0.269741391,0.475245471,0.179504909
Total,County,01063,"Greene County, AL",1695.85325,0.0,0.0,0.966335404,0.498074534,0.441677019,0.148571429,0.301925466,0.115279503
Total,County,01065,"Hale County, AL",1693.957265,0.0,0.0,0.96890934,0.548563611,0.553475936,0.178087303,0.366621067,0.119388136
Total,County,01067,"Henry County, AL",1513.9440225,0.0,0.0,0.971195992,0.522159605,0.476448897,0.146107284,0.306894872,0.089473318
Total,County,01069,"Houston County, AL",1544.59578,0.0,0.0,0.992225859,0.789689034,0.858224223,0.501159302,0.695581015,0.37063557
Total,County,01071,"Jackson County, AL",3023.253415,0.0,0.0,0.80419483,0.494564839,0.533691032,0.223956519,0.401609644,0.164971082
Total,County,01073,"Jefferson County, AL",2947.9406775,0.0,0.0,0.997677493,0.841926609,0.90363383,0.691928395,0.787794333,0.604352021
Total,County,01075,"Lamar County, AL",1561.659645,0.0,0.0,0.950155133,0.449952786,0.546809659,0.176379334,0.366181033,0.129839471
Total,County,01077,"Lauderdale County, AL",1885.3464175,0.0,0.0,0.972624169,0.748477569,0.84529862,0.513659981,0.685457288,0.403039276
Total,County,01079,"Lawrence County, AL",1881.9757775,0.0,0.0,0.850842335,0.637376168,0.749706162,0.457267588,0.572116192,0.32585213
Total,County,01081,"Lee County, AL",1646.55764,0.0,0.0,0.997697032,0.773733367,0.883252303,0.501087513,0.712001024,0.398221597
Total,County,01083,"Limestone County, AL",1604.213975,0.0,0.0,0.976953381,0.809192383,0.901444517,0.690544977,0.789691399,0.569599475
Total,County,01085,"Lowndes County, AL",1892.7196925,0.0,0.0,0.939228672,0.470643887,0.357115031,0.100061217,0.215593522,0.056987033
Total,County,01087,"Macon County, AL",1628.229785,0.0,0.0,0.980851339,0.523353603,0.507892353,0.114891965,0.291111399,0.066373399
Total,County,01089,"Madison County, AL",2162.68689,0.0,0.0,0.97194623,0.819160335,0.889538282,0.723017728,0.819939606,0.630576661
Total,County,01091,"Marengo County, AL",2522.1867125,0.0,0.0,0.999707663,0.998872416,0.435873878,0.124660681,0.270828983,0.07112132
Total,County,01093,"Marion County, AL",1929.1647375,0.0,0.0,0.962107562,0.597706798,0.724761125,0.304941305,0.488888889,0.222604423
Total,County,01095,"Marshall County, AL",1657.722885,0.0,0.0,0.989388741,0.760515949,0.842038378,0.439128225,0.631274622,0.301690177
Total,County,01097,"Mobile County, AL",4161.89774,0.0,0.0,0.968895525,0.825192347,0.805274347,0.592351691,0.685361409,0.49321725
Total,County,01099,"Monroe County, AL",2663.016265,0.0,0.0,0.764377818,0.305355589,0.28905941,0.092120877,0.190253936,0.068230362
Total,County,01101,"Montgomery County, AL",2104.12202,0.0,0.0,0.992440929,0.686173408,0.838506207,0.46545855,0.668902683,0.36829195
Total,County,01103,"Morgan County, AL",1582.1994825,0.0,0.0,0.987084748,0.76705945,0.868850276,0.608015445,0.696025564,0.479328939
Total,County,01105,"Perry County, AL",1876.4984875,0.0,0.0,0.999887735,0.999607073,0.236822902,0.041257367,0.119281504,0.024249228
Total,County,01107,"Pickens County, AL",2289.1912225,0.0,0.0,0.955551466,0.471817052,0.445267565,0.128836332,0.29163024,0.094694704
Total,County,01109,"Pike County, AL",1774.3259625,0.0,0.0,0.975422974,0.491896705,0.549718017,0.220955773,0.375601069,0.165212229
Total,County,01111,"Randolph County, AL",1564.5036225,0.0,0.0,0.956641756,0.467245674,0.388473709,0.111627281,0.282030566,0.086649162
Total,County,01113,"Russell County, AL",1731.876965,0.0,0.0,0.998297044,0.681486437,0.853728257,0.286279041,0.616044277,0.199914852
Total,County,01115,"St. Clair County, AL",1730.9289725,0.0,0.0,0.996896489,0.734375951,0.817379663,0.440150916,0.646138867,0.322643461
Total,County,01117,"Shelby County, AL",2126.663175,0.0,0.0,0.99811788,0.804606241,0.903070827,0.606488361,0.753541357,0.500148588
Total,County,01119,"Sumter County, AL",2334.2735325,0.0,0.0,0.916429764,0.428184649,0.447678354,0.149406615,0.311944407,0.111863183
Total,County,01121,"Talladega County, AL",2013.4307375,0.0,0.0,0.997750458,0.70599006,0.826000523,0.416688465,0.635155637,0.304682187
Total,County,01123,"Tallapoosa County, AL",2035.44523,0.0,0.0,0.982767543,0.598012834,0.464862347,0.114883047,0.28120472,0.059563237
Total,County,01125,"Tuscaloosa County, AL",3503.78028,0.0,0.0,0.936507937,0.554112554,0.633207071,0.324224387,0.469847282,0.255591631
Total,County,01127,"Walker County, AL",2102.1207025,0.0,0.0,0.993936964,0.741644536,0.826025956,0.435937265,0.56506489,0.28826978
Total,County,01129,"Washington County, AL",2763.8194675,0.0,0.0,0.740958116,0.26300545,0.423263082,0.127824993,0.284233393,0.091276344
Total,County,01131,"Wilcox County, AL",2342.384135,0.0,0.0,0.999910064,0.99977516,0.218949546,0.05202806,0.136792877,0.033276374
Total,County,01133,"Winston County, AL",1651.9295975,0.0,0.0,0.894152904,0.574188612,0.688771281,0.332461901,0.408977874,0.22438309
Total,County,02013,"Aleutians East Borough, AK",46270.1446025,0.004493748,0.002474521,0.016472522,0.0099254,0.001541169,0.000860505,0.000621476,0.000359682
Total,County,02016,"Aleutians West Census Area, AK",37603.913165,0.016745004,0.012288447,0.029333169,0.02418754,0.007971944,0.004179248,0.002341724,0.001254895
Total,County,02020,"Anchorage Municipality, AK",5739.567925,0.450761608,0.357533492,0.44110846,0.239988989,0.269168655,0.164635713,0.105267021,0.065957056
Total,County,02050,"Bethel Census Area, AK",126201.2908975,0.2372294,0.159593798,0.009085878,0.001800316,0.0,0.0,0.0,0.0
Total,County,02060,"Bristol Bay Borough, AK",2506.49217,0.833543453,0.727475206,0.464237687,0.281097663,0.0,0.0,0.0,0.0
Total,County,02063,"Chugach Census Area, AK",46165.0227675,0.010564047,0.007670913,0.259736378,0.193828589,0.011168685,0.004971719,0.003995172,0.001622254
Total,County,02066,"Copper River Census Area, AK",75680.347925,0.036774346,0.018643266,0.211304263,0.087018608,0.03098025,0.006267311,0.022555638,0.004900555
Total,County,02068,"Denali Borough, AK",35291.1274625,0.045343163,0.024742945,0.082266561,0.026530765,0.028402155,0.008240684,0.015944127,0.005229148
Total,County,02070,"Dillingham Census Area, AK",59132.5068425,0.165473495,0.107292804,0.041584356,0.016849279,0.0,0.0,0.0,0.0
Total,County,02090,"Fairbanks North Star Borough, AK",20695.940265,0.265535774,0.167104366,0.335562545,0.129594568,0.193351045,0.071568897,0.096624627,0.037947496
Total,County,02100,"Haines Borough, AK",8613.881185,0.108329869,0.055283817,0.128799922,0.035229524,0.01469833,0.001112769,0.0126929,0.000819291
Total,County,02105,"Hoonah-Angoon Census Area, AK",30433.08723,0.03628982,0.0201264,0.21030444,0.12723069,0.092539907,0.036885132,0.081554319,0.031890739
Total,County,02110,"Juneau City and Borough, AK",10139.095785,0.125049347,0.091753413,0.089665275,0.043736624,0.045741653,0.022128031,0.023301959,0.01152112
Total,County,02122,"Kenai Peninsula Borough, AK",73365.2449075,0.251270978,0.19242625,0.172132242,0.065034149,0.040626781,0.014284053,0.021973809,0.007761543
Total,County,02130,"Ketchikan Gateway Borough, AK",20741.1279075,0.075399546,0.051652777,0.067401009,0.029531108,0.027540361,0.011787051,0.01633733,0.005530417
Total,County,02150,"Kodiak Island Borough, AK",37649.62747,0.029045759,0.020669435,0.040138654,0.019888875,0.020968789,0.011109681,0.005855594,0.002599067
Total,County,02158,"Kusilvak Census Area, AK",52158.8633475,0.338771727,0.221645331,0.0,0.0,0.0,0.0,0.0,0.0
Total,County,02164,"Lake and Peninsula Borough, AK",101565.9151325,0.016732331,0.006959878,0.030646903,0.010725534,0.0,0.0,0.0,0.0
Total,County,02170,"Matanuska-Susitna Borough, AK",72538.3847825,0.131956071,0.085709805,0.233331058,0.073256653,0.090484288,0.030955724,0.034433488,0.015246979
Total,County,02180,"Nome Census Area, AK",71716.475285,0.116953902,0.073748124,0.031470586,0.01276037,0.00236907,0.001502516,0.000346621,0.000239404
Total,County,02185,"North Slope Borough, AK",237753.359025,0.041427097,0.026337848,0.054830606,0.024991915,0.002278517,0.001092962,0.000570183,0.000248984
Total,County,02188,"Northwest Arctic Borough, AK",101821.767775,0.086484529,0.05617222,0.054780846,0.031854718,0.003266885,0.001325168,0.00015931,0.000115862
Total,County,02195,"Petersburg Borough, AK",11940.1762025,0.116296303,0.066603739,0.182132555,0.061504803,0.016514199,0.001711407,0.013329569,0.001711407
Total,County,02198,"Prince of Wales-Hyder Census Area, AK",34900.1332225,0.030552345,0.019714306,0.142859299,0.048214334,0.042917548,0.014661987,0.034264622,0.01222637
Total,County,02220,"Sitka City and Borough, AK",15497.570725,0.131142527,0.085883233,0.09268674,0.035057432,0.029450146,0.017324815,0.004961599,0.00359546
Total,County,02230,"Skagway Municipality, AK",1385.2277075,0.129419816,0.084708387,0.091095734,0.046992624,0.029731579,0.011558056,0.025093149,0.009352901
Total,County,02240,"Southeast Fairbanks Census Area, AK",72740.6231825,0.082398734,0.048480917,0.150823727,0.043894923,0.03824316,0.010147977,0.017436043,0.004286246
Total,County,02275,"Wrangell City and Borough, AK",10864.626045,0.076551684,0.049560817,0.058577162,0.025168208,0.028280302,0.017237702,0.007494231,0.003461113
Total,County,02282,"Yakutat City and Borough, AK",29471.19084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,County,02290,"Yukon-Koyukuk Census Area, AK",396170.70038,0.006872377,0.003737958,0.010749389,0.002926503,0.003804693,0.000545047,0.002014547,0.00045651
Total,County,04001,"Apache County, AZ",25459.918575,0.273869513,0.181341277,0.769475818,0.234922014,0.15080882,0.039646684,0.1071532,0.023499235
Total,County,04003,"Cochise County, AZ",13705.9702325,0.0,0.0,0.861352126,0.563252665,0.714342804,0.381444963,0.63410979,0.220164309
Total,County,04005,"Coconino County, AZ",42697.8981975,0.073191189,0.044207291,0.695480347,0.195447044,0.274692066,0.071896054,0.175173857,0.034813241
Total,County,04007,"Gila County, AZ",10740.96569,0.014288236,0.00984584,0.571294081,0.202212372,0.278625505,0.063203625,0.201829914,0.039657945
Total,County,04009,"Graham County, AZ",10309.8397675,0.0,0.0,0.605329029,0.251821126,0.283942419,0.096098244,0.190428999,0.049499893
Total,County,04011,"Greenlee County, AZ",4109.5474875,2.5631e-05,0.0,0.487351019,0.238216071,0.250237088,0.054850698,0.147148533,0.025426118
Total,County,04012,"La Paz County, AZ",10192.2886975,0.0,0.0,0.812883023,0.465828881,0.606967539,0.210886393,0.471368188,0.119787522
Total,County,04013,"Maricopa County, AZ",20676.559085,0.0,0.0,0.83714047,0.563062283,0.668779101,0.38449704,0.569328266,0.295331588
Total,County,04015,"Mohave County, AZ",30950.05914,0.0,0.0,0.600645947,0.321214163,0.381537749,0.191963435,0.342495031,0.15414931
Total,County,04017,"Navajo County, AZ",22621.1023675,0.353698797,0.248729972,0.730469969,0.260687561,0.223767106,0.066618861,0.177110156,0.035518884
Total,County,04019,"Pima County, AZ",20369.3041825,0.0,0.0,0.790346518,0.422482043,0.328951655,0.22067835,0.28311468,0.180172819
Total,County,04021,"Pinal County, AZ",11966.2986625,0.0,0.0,0.901245544,0.632058448,0.696096123,0.448342943,0.64278861,0.359561639
Total,County,04023,"Santa Cruz County, AZ",2726.1104325,0.0,0.0,0.795139291,0.445152815,0.667555349,0.258954445,0.534832503,0.119701712
Total,County,04025,"Yavapai County, AZ",18409.2770225,0.0,0.0,0.753806366,0.328700657,0.525641833,0.188936506,0.377621257,0.098207389
Total,County,04027,"Yuma County, AZ",12372.6714475,0.0,0.0,0.61179265,0.289376229,0.381396695,0.155078621,0.282855027,0.09754561
Total,County,05001,"Arkansas County, AR",2575.0636275,0.0,0.0,0.874422219,0.488812533,0.590297378,0.255982329,0.47187794,0.2039105
Total,County,05003,"Ashley County, AR",2302.8844475,0.0,0.0,0.920504963,0.396331702,0.603439601,0.201436216,0.348259617,0.150985684
Total,County,05005,"Baxter County, AR",1464.0164175,0.0,0.0,0.915389596,0.501762717,0.622562774,0.272969278,0.448593424,0.196992589
Total,County,05007,"Benton County, AR",2164.6882075,0.0,0.0,0.998783514,0.852902535,0.929151866,0.70580507,0.787358279,0.555058148
Total,County,05009,"Boone County, AR",1491.08687,0.0,0.0,0.962701328,0.665371574,0.688400678,0.300014128,0.526066686,0.188612602
Total,County,05011,"Bradley County, AR",1592.838065,0.0,0.0,0.926861526,0.30234096,0.447427589,0.143102764,0.268549134,0.108715778
Total,County,05013,"Calhoun County, AR",1540.80381,0.0,0.0,0.833196609,0.209119497,0.38501504,0.091331693,0.237353022,0.065080667
Total,County,05015,"Carroll County, AR",1574.6155425,0.0,0.0,0.982072379,0.668941066,0.74426383,0.306308114,0.548732357,0.192655027
Total,County,05017,"Chicot County, AR",1702.9105275,0.0,0.0,0.979093215,0.776458217,0.853528793,0.33877652,0.684666296,0.242345519
Total,County,05019,"Clark County, AR",2141.409725,0.0,0.0,0.844072799,0.318789966,0.485981308,0.170782095,0.236005903,0.110821446
Total,County,05021,"Clay County, AR",1638.763035,0.0,0.0,0.996657668,0.678750482,0.808651498,0.262822985,0.588636071,0.161460342
Total,County,05023,"Cleburne County, AR",1472.6536825,0.0,0.0,0.954581217,0.666189829,0.803590587,0.47464416,0.480723839,0.226450182
Total,County,05025,"Cleveland County, AR",1466.017735,0.0,0.0,0.946759592,0.234085357,0.317071418,0.071849404,0.188892082,0.055970685
Total,County,05027,"Columbia County, AR",1847.53205,0.0,0.0,0.833808438,0.289110604,0.417673888,0.132839225,0.277708096,0.095381984
Total,County,05029,"Conway County, AR",1395.3396275,0.0,0.0,0.979316072,0.670189477,0.737600966,0.340831886,0.526987242,0.224654639
Total,County,05031,"Craighead County, AR",1807.716365,0.0,0.0,0.999766927,0.891912365,0.957813775,0.700151497,0.831721245,0.516606456
Total,County,05033,"Crawford County, AR",1472.54835,0.0,0.0,0.869313305,0.620028612,0.739914163,0.499785408,0.551216023,0.375894134
Total,County,05035,"Crittenden County, AR",1631.2844275,0.0,0.0,0.987215084,0.790275715,0.915735778,0.556983276,0.776651385,0.404080842
Total,County,05037,"Cross County, AR",1567.6635975,0.0,0.0,0.991332393,0.685547269,0.848014513,0.356110999,0.629039844,0.230061144
Total,County,05039,"Dallas County, AR",1628.44045,0.0,0.0,0.881435964,0.255239327,0.384217335,0.102587322,0.235446313,0.074967658
Total,County,05041,"Desha County, AR",2011.9560825,0.0,0.0,0.813203497,0.473064237,0.571174284,0.273022355,0.475681901,0.233547982
Total,County,05043,"Drew County, AR",2053.6677525,0.0,0.0,0.910909371,0.35364415,0.607324204,0.196799508,0.312253167,0.138790583
Total,County,05045,"Faulkner County, AR",1640.23769,0.0,0.0,0.99910095,0.829565887,0.93558952,0.648278962,0.738890316,0.502247624
Total,County,05047,"Franklin County, AR",1512.15337,0.0,0.0,0.874268598,0.614864865,0.717818334,0.385762051,0.514976317,0.269155754
Total,County,05049,"Fulton County, AR",1559.552995,0.0,0.0,0.965284344,0.480278266,0.625827367,0.221396731,0.419086857,0.161623666
Total,County,05051,"Garland County, AR",1789.9151725,0.0,0.0,0.920496675,0.57635497,0.697993291,0.408991938,0.536103101,0.330312482
Total,County,05053,"Grant County, AR",1550.8103975,0.0,0.0,0.972356177,0.353460572,0.609047069,0.189567344,0.338314202,0.133600489
Total,County,05055,"Greene County, AR",1474.5496675,0.0,0.0,0.998499893,0.851132224,0.963283092,0.55375384,0.644260304,0.392242303
Total,County,05057,"Hempstead County, AR",1783.5952225,0.0,0.0,0.986535168,0.516151893,0.610878167,0.237406248,0.380322447,0.152483317
Total,County,05059,"Hot Spring County, AR",1514.892015,0.0,0.0,0.952301488,0.471770268,0.65762759,0.258030872,0.406897511,0.175219024
Total,County,05061,"Howard County, AR",1433.78599,0.0,0.0,0.976344402,0.473038495,0.570085219,0.184028798,0.32265648,0.125257126
Total,County,05063,"Independence County, AR",1932.430045,0.0,0.0,0.975798539,0.603946364,0.799847378,0.367709582,0.553090592,0.234765071
